menuItem,title,url,price,description
"GPS, навигация | https://www.alo.bg/obiavi/gsm-komunikacii/gps-navigacia/","Стойка за GPS GARMIN NUVI 200W, 255W, 265W, 465T",https://www.alo.bg/8854035,35,"Продава стойка, захват, щипка, вакум, крепеж, за стъкло, за GPS навигация GARMIN NUVI 200W, 205W, 255W ЧИСТО НОВИ, високо качество, Лесна за поставяне. Съвместима с Garmin Nuvi 200 400 серия GPS: 20.."
"GPS, навигация | https://www.alo.bg/obiavi/gsm-komunikacii/gps-navigacia/","Продавам най новата и подробна карта за Гармин 2023 година",https://www.alo.bg/5775644,50,"Продавам най новата карта за 2023 година на цяла източна и западна Европа включително и България за Гармин навигация!!! Картата е нормална ”голяма SD” и малка ”микро SD” става както за новите модели н.."
"GPS, навигация | https://www.alo.bg/obiavi/gsm-komunikacii/gps-navigacia/","Смяна на софтуер за Garmin Гармин навигация от Кола на Камион ТИР TIR",https://www.alo.bg/5775639,60,"Ако сте притежател на Garmin gps модел: 255W, 205W, 200W, 215W, 265W ние можем да ви го направим с функция за Камион, ТИР, Truck, TIR и да ви поддържа Фротком, FROTCOM (за обмяна на съобщения) САМО ПО.."
"GPS, навигация | https://www.alo.bg/obiavi/gsm-komunikacii/gps-navigacia/","GPS навигация",https://www.alo.bg/9085683,220,"Почти нов, малко използван"
"GPS, навигация | https://www.alo.bg/obiavi/gsm-komunikacii/gps-navigacia/","9”инча 1DIN Android 11.0 навигация Радио за Кола GPS Тъчскрийн 360° Ротация",https://www.alo.bg/8392636,300,"АРТИКУЛ: в наличност СЪСТОЯНИЕ: ново Доставяме с ЕКОНТ с опция за преглед и тест преди заплащане на продукта. 20% отстъпка от цената на доставката. Спецификации: Операционна система: за .."
"GPS, навигация | https://www.alo.bg/obiavi/gsm-komunikacii/gps-navigacia/","Мултимедия за vw и шкода за вграждане С навигация Андроид 12",https://www.alo.bg/9018745,120,"Артикулът е в наличност, цената е актуална! Изпращаме всички продукти с куриерска фирма ”Еконт” с опциите: преглед, тест, отстъпка от пътните, наложен платеж. За сметка на купувача ОС Android 1.."
"GPS, навигация | https://www.alo.bg/obiavi/gsm-komunikacii/gps-navigacia/","Продавам таблет Huawei с навигация за камиони IGO",https://www.alo.bg/7720675,250,"Продавам таблет Huawei с навигация за камиони IGO"
"GPS, навигация | https://www.alo.bg/obiavi/gsm-komunikacii/gps-navigacia/","GPS тракер",https://www.alo.bg/9149466,20,"GPS тракер за проследяване на автомобили и тн."
"GPS, навигация | https://www.alo.bg/obiavi/gsm-komunikacii/gps-navigacia/","+Гаранция! Навигация Garmin Гармин Nuvi 2445 + кабел",https://www.alo.bg/8911992,59,"+Гаранция 1 месец! Навигация Garmin Гармин Nuvi 2445 + кабел Батерията държи доста. Може да се ползва и с кабел. На навигацията има инсталирани карти на други държави, има и карта на България. Инст.."
"GPS, навигация | https://www.alo.bg/obiavi/gsm-komunikacii/gps-navigacia/","ГПС gps тракер за проследяване на кола автомобил и други",https://www.alo.bg/9064434,22,"Уморихте ли се да се тревожите за безопасността на вашия автомобил? Търсите надежден начин да следите местонахождението на колата си в реално време? Не търсете повече! Mini GF 07 GPS автомобилен траке.."
"GPS, навигация | https://www.alo.bg/obiavi/gsm-komunikacii/gps-navigacia/","Гармин нуви 1350 4.3 инча",https://www.alo.bg/8814166,100,"Работи идеално маде ин Тайван. Със зарядно и кутия без поставка за стъклото. Българско меню. За автомобил, бус, джип.4.3 инча тъчскрийн. Допълнителна слот карта за още държави да се добавят. За повече.."
"GPS, навигация | https://www.alo.bg/obiavi/gsm-komunikacii/gps-navigacia/","Навигация за Хонда CRV",https://www.alo.bg/8847502,140,
"GPS, навигация | https://www.alo.bg/obiavi/gsm-komunikacii/gps-navigacia/","Навигация TomTom One най новите карти на Европа",https://www.alo.bg/9147897,90,"Продавам употребявана но перфектна навигация модел TomTom ONE 3rd Edition GPS със инсталирана карта за цяла Европа и България Гърция и Турция подробно със камери и радари за скорост които се ъпдейтват.."
"GPS, навигация | https://www.alo.bg/obiavi/gsm-komunikacii/gps-navigacia/","Навигация малка практична за всякакъв вид превоз и за пешеходец",https://www.alo.bg/3499444,80,"Продавам много запазена, малка, практична и удобна навигация 3, 4 инча подходяща за всякакъв вид транспорт включително и за пешеходец, велосипед, мотоциклет и др. Поради малките си размери и дълго изд.."
"GPS, навигация | https://www.alo.bg/obiavi/gsm-komunikacii/gps-navigacia/","Продавам навигация 4,3 инч с нови карти опция Камион и кола",https://www.alo.bg/9145943,45,"Навигацията е обновена с най-новите карти на Цяла Европа и Турция. Може да се ползва за кола или Камион с въвеждане на параметри. Модела е с 4,3 инча екран. Има добавена карта памет 8GB. Батер.."
"GPS, навигация | https://www.alo.bg/obiavi/gsm-komunikacii/gps-navigacia/","Garmin smart drive 61",https://www.alo.bg/7291051,399,"Почти нова ползвана 10 пъти. Карта на европа. Актуализирана с последни карти плюс 32гб. карта за предстоящи ъпдейти."
"GPS, навигация | https://www.alo.bg/obiavi/gsm-komunikacii/gps-navigacia/","Навигация за следене на кучета GARMIN alpha 200i K",https://www.alo.bg/9145245,2200,"Продавам навигация за следене на кучета GARMIN Alpha 200i К и каишка GARMIN, зарядно за устройството GARMIN и антена! Устройството е в топ състояние ползван е много малко!!!"
"GPS, навигация | https://www.alo.bg/obiavi/gsm-komunikacii/gps-navigacia/","Навигация Garmin Nuvi 2597LMT",https://www.alo.bg/8857571,190,"Продавам нова не ползвана навигационна система Garmin Nuvi 2597LMT EU BG във състоянието видно от снимките. Независимо дали шофирате през непознат град или по време на ежедневното пътуване до работата.."
"GPS, навигация | https://www.alo.bg/obiavi/gsm-komunikacii/gps-navigacia/","GPS Навигация Garmin Montana 610",https://www.alo.bg/9142266,600,"Продавам навигация на Гармин модел Монтана 610. Всичко по навигацията като функции работи безпроблемно. 4” цветен дисплей с тъч скрийн. Включено меню на български. Батерията издържа доста дълг.."
"GPS, навигация | https://www.alo.bg/obiavi/gsm-komunikacii/gps-navigacia/","Навигация диск Bmw / Бмв навигационни e60 e90 e70 e39 e64 е91 e46",https://www.alo.bg/7782714,9.99,"Idauto предлага на вашето внимание DVD навигационни дискове за вашето Bmw. Високо качествен DVD диск на 2019 ъпдейт без грешки и бъгове! Пълно покритие на България и Цяла Европа! BMW professio.."
"GPS, навигация | https://www.alo.bg/obiavi/gsm-komunikacii/gps-navigacia/","GPS навигация Garmin nuvi 205 - България и Европа 2022",https://www.alo.bg/533002,100,"Продавам една от най добрите навигации особено за България модел GPS Garmin nuvi 205, която е със българско меню и навигиращ български глас. Подробна рутираща карти на България и допълнителна за цяла .."
"GPS, навигация | https://www.alo.bg/obiavi/gsm-komunikacii/gps-navigacia/","Мини GPS Bluetooth 5.0 устройство / аларма против загуба на вещи",https://www.alo.bg/8997028,9.99,"Описание на продукта: Мини GPS Bluetooth 5.0 устройство, против загуба на лични вещи, подходящо за деца, домашни любимци, дамски чанти, портфейли и много други. Устройството Smart Key Tracker .."
"GPS, навигация | https://www.alo.bg/obiavi/gsm-komunikacii/gps-navigacia/","2 в 1: Подслушвател и GPS и тракер",https://www.alo.bg/6647085,47,"Мини подслушвател с GPS функция за проследяване. Има магнити, с които може да се закрепи върху метална повърхност и 2 отвора за връзка, с която да се закачи на желания обект. Начин на работа: позвъ.."
"GPS, навигация | https://www.alo.bg/obiavi/gsm-komunikacii/gps-navigacia/","Навигация 7 нова Навигация с последен софтуер и карти на български език",https://www.alo.bg/9028977,139.99,"Екстри 1. Навигация с последен софтуер и карти на български език. 2.FM трансмитер (с помощта на който можете да излъчвате на радио честота) 3. Видео плеър(гледайте филм докато пътувате) 4. .."
"Радиостанции | https://www.alo.bg/obiavi/gsm-komunikacii/radiostancii/","Мощна, двубандова, професионална радиостанция Baofeng UV-9R plus плюс 15W UV-5R, UV-6R",https://www.alo.bg/7266880,65,"Двубандова, мощна, професионална радиостанция Baofeng UV-9R 15W тел:0893857656 Предлагаме и следните модели професионални радиостанции Baofeng: Професионална радиостанция Baofeng UV-5R - 49лв Про.."
"Радиостанции | https://www.alo.bg/obiavi/gsm-komunikacii/radiostancii/","радиостанция ЛЕН",https://www.alo.bg/8859502,100,"Продавам Радиостанция Електрон ЛЕН. С УНЧ/микрофон"
"Радиостанции | https://www.alo.bg/obiavi/gsm-komunikacii/radiostancii/","Хендсфрии за Радиостанция BAOFENG UV9R",https://www.alo.bg/8813229,14.99,"Хендсфрии за радиостанция Baofeng UV9R 1бр. хендсфрии 1бр. щипка Дължина: 125cm"
"Радиостанции | https://www.alo.bg/obiavi/gsm-komunikacii/radiostancii/","Хендсфрии за радиостанции Baofeng, 5R, 6R и др.",https://www.alo.bg/7748727,7.99,"Съвместими модели: Baofeng: UV-6R, UV-3R+,UV-5R,BF-888s UV-5RA, UV-5R Plus,5H, UV-82L, GT-3, BF480/490/320/V6/V7/V8/658/520/530/999/888/777/666S/777S/888SWouxun:KG-659,KG-669,KG-669PLUS,KG-679,KG-.."
"Радиостанции | https://www.alo.bg/obiavi/gsm-komunikacii/radiostancii/","Радиостанция MIDLAND",https://www.alo.bg/9107420,50,"Радиостанцията е без трупка"
"Радиостанции | https://www.alo.bg/obiavi/gsm-komunikacii/radiostancii/","Радиостанции Моторола Т80/Т80 extreme",https://www.alo.bg/9092329,180,"Радиостанциите имат обхват от 10 км, 8 канала, 121 кода 10 тона за повикване, скан монитор система hands free, също така лед фенерче, влагозащитен корпус, конектор за слушалки, зарядно куфарче за но.."
"Радиостанции | https://www.alo.bg/obiavi/gsm-komunikacii/radiostancii/","Двубандова Външна Антена за Радиостанции BAOFENG",https://www.alo.bg/8804058,24.99,"Външна антена за кола за радиостанция е аксесоар, с който ще направите по-добра връзка когато сте на път. Понякога връзката в автомобил или камион със стандартна антена се влошава, сигналът е по-слаб .."
"Радиостанции | https://www.alo.bg/obiavi/gsm-komunikacii/radiostancii/","2бр. Мини Радиостанции UHF BAOFENG BF-T1",https://www.alo.bg/8801063,69.99,"KОМПЛЕКТ, СЪДЪРЖАЩ 2 БР. UHF РАДИОСТАНЦИИ BAOFENG BF-T1 Мини UHF радиостанция Baofeng BF-T1 е популярен модел главно поради компактните си размери, които ви позволяват да вземете радиостанцията съ.."
"Радиостанции | https://www.alo.bg/obiavi/gsm-komunikacii/radiostancii/","2бр. Мини Радиостанции UHF Baofeng C50",https://www.alo.bg/8800985,39.99,"Двупосочна радиостанция 2 броя 99 канала USB зареждане 1500 mAh батерия До 3 километра комуникационен обхват при малко или никакво препятствие, осигурява комуникация от 1 до 20 етажа в застроени.."
"Радиостанции | https://www.alo.bg/obiavi/gsm-komunikacii/radiostancii/","Двубандова Радиостанция Baofeng UV9RXF",https://www.alo.bg/8800948,69.99,"Baofeng BF-UV9RXF Алуминиева преносима безжична радиостанция с висока производителност С двулентов екран, чисто качество на звука, дълго разстояние, батерия с висока издръжливост и дълго време в ре.."
"Радиостанции | https://www.alo.bg/obiavi/gsm-komunikacii/radiostancii/","Двубандова Радиостанция Baofeng H5",https://www.alo.bg/8800412,89.99,"Страхотен избор за хора, чията работа или хоби налагат използването на такъв тип устройства - ловци, риболовци, планинани, радиолюбители, охранители и др. Характеристики: 136-174MHz UHF: 400-5.."
"Радиостанции | https://www.alo.bg/obiavi/gsm-komunikacii/radiostancii/","2бр. Радиостанции Baofeng BF-T3",https://www.alo.bg/8800408,39.99,"Baofeng BF-T3, изработени с високо качество, разполагат с 22 FRS и GMRS канала и 10 тонални повиквания и тонове на натискане на клавишите. Забавни и лесни за употреба, те ще се превърнат във верен.."
"Радиостанции | https://www.alo.bg/obiavi/gsm-komunikacii/radiostancii/","Двубандова Радиостанция BAOFENG UV-5R",https://www.alo.bg/8800397,59.99,"- Честотен обхват: 136-174 / 400-480MHz - Изходяща мощност: 5 Вата - Брой канали: 128 (50 CTCSS и 104 CDCSS) - Вградена VOX функция: да - FM радио честотен обхват (65.0MHz-108.0MHz) - L.."
"Радиостанции | https://www.alo.bg/obiavi/gsm-komunikacii/radiostancii/","Двубандова Радиостанция Baofeng UV82",https://www.alo.bg/8800051,54.99,"Професионална радиостанция Baofeng UV-82 Dual Band е идентична на Професионална далекообхватна радиостанция Baofeng UV-82, но с тази разлика, че BAOFENG са решили да направят UV-82 Dual Band с по-ниск.."
"Радиостанции | https://www.alo.bg/obiavi/gsm-komunikacii/radiostancii/","USB кабел копиране програмиране радиостанции",https://www.alo.bg/7664028,7.99,"USB кабел за програмиране на радиостанции Baofeng е съвместим с голяма част от моделите на бранда. Подходящ е за UV-5R, UV-6R, UV-82, BF-888S и други. Основната му задача е да направи връзка между уок.."
"Радиостанции | https://www.alo.bg/obiavi/gsm-komunikacii/radiostancii/","Sony ICF-350W",https://www.alo.bg/9086459,40,"Малък радиоприемник на ултракъси и средни вълни работещ безпроблемно. Захранва се с 2бр. батерии АА Размери: 156 x 77 x 35 mm. Тегло: 0.3 kg. За София лично предаване, а за страната изпращам .."
"Радиостанции | https://www.alo.bg/obiavi/gsm-komunikacii/radiostancii/","Трубка за радиостанция Baofeng",https://www.alo.bg/7653994,7.99,"Трубка говорител за радиостанция Baofeng UV-5R и BF-888S, uv-6r, uv-82 и тн (без 9R) улеснява комуникацията. С него не се налага да местите уоки-токито, за да изпратите или получите съобщение. Само тр.."
"Радиостанции | https://www.alo.bg/obiavi/gsm-komunikacii/radiostancii/","Двубандова Радиостанция Baofeng UV-6R",https://www.alo.bg/7653140,54.99,"Преносима двубандова радиостанция със съвременен дизайн и перфектно качество на звука. Страхотен избор за хора, чията работа или хоби налагат използването на такъв тип устройства - ловци, риболовц.."
"Радиостанции | https://www.alo.bg/obiavi/gsm-komunikacii/radiostancii/","Най-добрите професионални компактни радиостанции Baofeng PROFESSIONAL CTCSS с диапазон до 10 км",https://www.alo.bg/5076808,49,"Най-добрите професионални компактни радиостанции с диапазон ок. 10 км (реално проверен от нас в планински, градски условия, големи строителни обекти, големи селскостопански, горски и фермерски землища.."
"Радиостанции | https://www.alo.bg/obiavi/gsm-komunikacii/radiostancii/","Промоция Радиостанции Baofeng BF-888S - уокитоки",https://www.alo.bg/7320050,24.99,"Цената за 1 брой 29.99 лв Цената за 2 броя 49.98 лв Комплект от 2бр. радиостанции Baofeng BF-888S с обхват до 6км. Независимо дали сте на лов, риболов, за охрана с този уред ще имате винаги връзка.."
"Радиостанции | https://www.alo.bg/obiavi/gsm-komunikacii/radiostancii/","Радиостанции с голям обхват Baofeng 888S 2бр. Комплект Радиостанция",https://www.alo.bg/8588181,55,"Разполагам и с други модели радиостанции. Комплект от 2бр. далекообхватни радиостанции Baofeng BF-888S с обхват до 5км. Независимо дали сте на лов, риболов, за охрана с този уред ще имате винаги връ.."
"Радиостанции | https://www.alo.bg/obiavi/gsm-komunikacii/radiostancii/","Мощна радиостанция / Двубандова радиостанция Baofeng UV-5R",https://www.alo.bg/9080565,49.5,"Далекообхватната радостанция UV-5R Baofeng е двучестотна, което означава, че може да получавате и изпращате сигнали на две различни честоти. Едната е VHF в диапазон 136 - 174 MHz, а другата е UHF, пок.."
"Радиостанции | https://www.alo.bg/obiavi/gsm-komunikacii/radiostancii/","Силиконово Хендсфрии за радиостанции baofeng 5r 6r и др.",https://www.alo.bg/8700914,9.99,"СЪВМЕСТИМИ МОДЕЛИ РАДИОСТАНЦИИ: Baofeng: UV-6R, UV-3R+,UV-5R,BF-888s UV-5RA, UV-5R Plus,5H, UV-82L, GT-3, BF480/490/320/V6/V7/V8/658/520/530/999/888/777/666S/777S/888SWouxun:KG-659,KG-669,KG-669PL.."
"Радиостанции | https://www.alo.bg/obiavi/gsm-komunikacii/radiostancii/","Радиостанция BAOFENG 9R PRO",https://www.alo.bg/8970873,79.99,"Технически характеристики: Изход: Висока мощност Честотен диапазон: 136.00-174.00 MHz / 400.00-520.00MHz IP68 водоустойчив и прахоустойчив Превключване на висока и ниска мощност Пестене на бат.."
"Радиостанции | https://www.alo.bg/obiavi/gsm-komunikacii/radiostancii/","Радиостанция Baofeng UV10R",https://www.alo.bg/8967249,74.99,"Спецификация Марка: Baofeng Модел: BF-UV10R Mощност 10W Честотен диапазон: VHF: 136 - 174MHz; UHF 400 - 520MHz Канали: 128 Обхват на дистанционна комуникация: до 10 км Издръжливост на батери.."
"Радиостанции | https://www.alo.bg/obiavi/gsm-komunikacii/radiostancii/","Радиостанция Baofeng UV16",https://www.alo.bg/8967247,84.99,"Характеристики: Водоустойчив - Оборудван с водоустойчива защитна структура, не се страхува от прах и дъжд. Устойчивост на падане - Тялото е изработено от ABS + PC материал с висока якост, устойч.."
"Радиостанции | https://www.alo.bg/obiavi/gsm-komunikacii/radiostancii/","Немски Радиостанции 2 броя Baofeng",https://www.alo.bg/9120613,85,"Комплект от 2бр. радиостанции Baofeng с обхват до 6км. Независимо дали сте на лов, риболов, за охрана с този уред ще имате винаги връзка. Поддържа високи честоти с 16 канала, които се сменят посредств.."
"Радиостанции | https://www.alo.bg/obiavi/gsm-komunikacii/radiostancii/","Радиостанция BF-999S 5W",https://www.alo.bg/4593789,30,"Мобилна станция BF-999S - нов модел на BAOFENG с изходна мощност до 5W, VOX функция, 16 фиксирани канала и обхват 400-470MHZ/UHF/. Уоки токито работи с надеждна Li-ion батерия 3.7V 1500mAh и работ.."
"Радиостанции | https://www.alo.bg/obiavi/gsm-komunikacii/radiostancii/","радиостанции Twin Talker/Sony Ericson",https://www.alo.bg/8558531,30,"Twin Talker 4710 DCP радиостанции със стойка за зареждане-работещи батериите им са за смяна и едната антенка липсва-цена-30 лв USB камерка за компютър Philips -цена-5 лв телефон Sony Ericson -без з.."
"Радиостанции | https://www.alo.bg/obiavi/gsm-komunikacii/radiostancii/","Немска Радиостанция Baofeng",https://www.alo.bg/9119883,80,"Настройки за висока / ниска мощност (4W/1W) Програмируемо любителско радио Честотен обхват: 65-108 MHz (само комерсиално FM радио приемане) VHF: 136-174 MHz (Rx/Tx). UHF: 400-520 MHz (Rx/Tx) Персона.."
"Сателитна техника | https://www.alo.bg/obiavi/elektronika/satelitna-tehnika/","GPS Заглушител",https://www.alo.bg/8532778,49.49,"GPS заглушаващо устройството, което се включва в запалката на автомобила и има функцията да заглушава GPS проследяващия сигнал. По този начин вие сте неоткриваеми за Глобалната система за позициониран.."
"Сателитна техника | https://www.alo.bg/obiavi/elektronika/satelitna-tehnika/","продавам хакнат сателитен приемник Sagemcom DS78 HD",https://www.alo.bg/9092876,100,"САТЕЛИТЕН отключен приемник changhong Sagemcom DS78 HD с 140 канала РАБОТИ САМО С САТЕЛИТЕ INTELSAT 12 може да работи и с интернет от виваком Поддържана резолюция 1920x1080 HD и 720x576 SD, както и.."
"Сателитна техника | https://www.alo.bg/obiavi/elektronika/satelitna-tehnika/","Двоен офсетов конвертор Vector PXT-40 LNB Universal Twin",https://www.alo.bg/6408173,20,"Конвертора е с два изхода и е предназначен за работа с 2 сателитни приемника. Нисък фазов шум. Перфектен за HDTV приемане, с ниско шумово число и много ниска консумация. Добра изолация м/у поляризации.."
"Сателитна техника | https://www.alo.bg/obiavi/elektronika/satelitna-tehnika/","Нов Приемник за сателитна телевизия Sat Integral SP-1239 HD Norma",https://www.alo.bg/8848993,44.9,"Нов Сателитен приемник Sat-Integral SP-1239 HD Norma Нов мощен процесор. Поддръжка на DiSEqC1.0 / 1.1 / 1.2,1.3 (USALS) мотор, свързване към безжична мрежа през USB WiFi адаптер (не е включен в.."
"Сателитна техника | https://www.alo.bg/obiavi/elektronika/satelitna-tehnika/","Приемник за цифрова ефирна, сателитна телевизия Sat Integral SP-1329 HD COMBO",https://www.alo.bg/8720104,64,"Приемник за цифрова ефирна, сателитна телевизия Sat-Integral SP-1329 HD COMBO. Нов мощен процесор. Поддръжка на DiSEqC1.0 / 1.1 / 1.2,1.3 (USALS) мотор, свързване към безжична мрежа през USB WiFi ад.."
"Сателитна техника | https://www.alo.bg/obiavi/elektronika/satelitna-tehnika/","ТВ рафт стойка за ТВ бокс телевизор рутер дистанционно приемник, 33 х 16 см, Черен",https://www.alo.bg/8513869,8.89,"Рафт стойка за ТВ бокс телевизор или монитор, подходящ рафт за медийни устройства. Висококачествена изработка: горният рафт за телевизор е изработен от ABS материал, който не ръждясва, е издръжлив.."
"Сателитна техника | https://www.alo.bg/obiavi/elektronika/satelitna-tehnika/","сателитна антена ( чиния )",https://www.alo.bg/8677446,50,"напълно оборудвана сателитна антена ( чиния ) 60 - 65 см диаметър, със стойка за окачване и конвертор ( око ) за приемане на сигнал, окото е със 2 изхода за включване на два приемника"
"Сателитна техника | https://www.alo.bg/obiavi/elektronika/satelitna-tehnika/","Сателитен линеен усилвател Paco Star AMS 2001",https://www.alo.bg/7780055,15,"Висококачествен линеен усилвател, предназначен за усилване на сателитен сигнал. Усилване: 20 dB Честотен обхват: 5 - 2400 MHz Изходно ниво: 108 dBµV Захранване: 12/20 V от сателитния приемник .."
"Сателитна техника | https://www.alo.bg/obiavi/elektronika/satelitna-tehnika/","отключен сателитен приемник Sagemcom DS78 HD",https://www.alo.bg/9109613,50,"САТЕЛИТЕН отключен приемник Sagemcom DS78 HD с 140 канала РАБОТИ САМО С САТЕЛИТЕ INTELSAT 12 може да работи и с интернет от виваком Поддържана резолюция 1920x1080 HD и 720x576 SD, както и 4:3 и 16:.."
"Сателитна техника | https://www.alo.bg/obiavi/elektronika/satelitna-tehnika/","продавам хакнат сателитен приемник Sagemcom DS78 HD",https://www.alo.bg/9098249,100,"продавам САТЕЛИТЕН отключен приемник changhong Sagemcom DS78 HD с 140 канала РАБОТИ САМО С САТЕЛИТЕ INTELSAT 12 може да работи и с интернет от виваком Поддържана резолюция 1920x1080 HD и 720x576 SD.."
"Сателитна техника | https://www.alo.bg/obiavi/elektronika/satelitna-tehnika/","тол за Полша",https://www.alo.bg/9148670,220,"Тол машинка за пътни такси в Полша. Заредена е с 250 zl"
"Сателитна техника | https://www.alo.bg/obiavi/elektronika/satelitna-tehnika/","продавам приемник за тв Sagemcom DS78 HD с 140 канала",https://www.alo.bg/9119235,50,"САТЕЛИТЕН отключен приемник Sagemcom DS78 HD с 140 канала РАБОТИ САМО С САТЕЛИТЕ INTELSAT 12 може да работи и с интернет от виваком Поддържана резолюция 1920x1080 HD и 720x576 SD, както и 4:3 и 16:.."
"Сателитна техника | https://www.alo.bg/obiavi/elektronika/satelitna-tehnika/","продавам хакнат сателитен приемник Sagemcom DS78 HD",https://www.alo.bg/9102942,100,"САТЕЛИТЕН отключен приемник changhong Sagemcom DS78 HD с 140 канала РАБОТИ САМО С САТЕЛИТЕ INTELSAT 12 може да работи и с интернет от виваком Поддържана резолюция 1920x1080 HD и 720x576 SD, както и.."
"Сателитна техника | https://www.alo.bg/obiavi/elektronika/satelitna-tehnika/","продавам приемник за сателитна тв Sagemcom DS78 HD",https://www.alo.bg/9112144,50,"САТЕЛИТЕН отключен приемник Sagemcom DS78 HD с 140 канала РАБОТИ САМО С САТЕЛИТЕ INTELSAT 12 може да работи и с интернет от виваком Поддържана резолюция 1920x1080 HD и 720x576 SD, както и 4:3 и 16:.."
"Сателитна техника | https://www.alo.bg/obiavi/elektronika/satelitna-tehnika/","продавам приемник за тв Sagemcom DS78 HD с 140 канала",https://www.alo.bg/9110259,50,"САТЕЛИТЕН отключен приемник Sagemcom DS78 HD с 140 канала РАБОТИ САМО С САТЕЛИТЕ INTELSAT 12 може да работи и с интернет от виваком Поддържана резолюция 1920x1080 HD и 720x576 SD, както и 4:3 и 16:.."
"Сателитна техника | https://www.alo.bg/obiavi/elektronika/satelitna-tehnika/","Megasat Сamping - преносима сателитна антена в куфар",https://www.alo.bg/5063915,110,"Изключително лесна за монтаж и настройка преносима сателитна антена в куфар. Възможност за различни видове монтаж. Закрепване към гладки повърхности, посредством стойка с вендуза. Размер на антена.."
"Сателитна техника | https://www.alo.bg/obiavi/elektronika/satelitna-tehnika/","Сателитна антена Булсатком",https://www.alo.bg/5905096,70,"Размера на антената е 65 см. чисто нова - пълен комплект с окачване, конвертор и стойка за монтаж! Подходяща е за приемане на сигнал от следните спътници: Hellas 39E, Turksat 42E, Intelsat 45E, Hotbir.."
"Сателитна техника | https://www.alo.bg/obiavi/elektronika/satelitna-tehnika/","продавам отключен приемник Sagemcom DS78 HD виваком с 140 канала",https://www.alo.bg/9088907,100,"САТЕЛИТЕН отключен приемник Sagemcom DS78 HD с 140 канала РАБОТИ САМО С САТЕЛИТЕ INTELSAT 12 може да работи и с интернет от виваком Поддържана резолюция 1920x1080 HD и 720x576 SD, както и 4:3 и 16:.."
"Сателитна техника | https://www.alo.bg/obiavi/elektronika/satelitna-tehnika/","Комбиниран HD DVB-T2 + DVB-S2+ DVB-C приемник Paco Star TSC1262",https://www.alo.bg/6075468,80,"PACO STAR TSC1262 Full HD представлява комбиниран DVB-T/T2 ефирен, DVB-S/S2 сателитен и DVB-C кабелен приемник за гледане на ефирна, сателитна, кабелна и Iptv телевизии. Поддържащ мултистрийм T2-MI, P.."
"Сателитна техника | https://www.alo.bg/obiavi/elektronika/satelitna-tehnika/","Двоен офсетов конвертор Inverto Essential Twin",https://www.alo.bg/6074836,20,"Конвертора е с два независими изхода и е предназначен за работа с 2 сателитни приемника. Нисък фазов шум. Перфектен за HDTV приемане, с ниско шумово число и много ниска консумация. Добра изолация м/у .."
"Сателитна техника | https://www.alo.bg/obiavi/elektronika/satelitna-tehnika/","DVB-T цифрова ефирна антена с магнит HOTV-3011",https://www.alo.bg/9136308,23,"За ДИРЕКТНА поръчка В САЙТА напишете: - Име: - Град: - Телефон: - Офис на еконт или адрес на, който желаете пратката. ПРОДУКТЪТ Е В НАЛИЧНОСТ! ТОП АРТИКУЛ- НОВ МОДЕЛ! ПРОМО ЦЕНА .."
"Сателитна техника | https://www.alo.bg/obiavi/elektronika/satelitna-tehnika/","Дистанционно за приемници VU+",https://www.alo.bg/8688579,20,"Дистанционно управление за сателитни приемници VU+ Подходящ за всички модели. Ново. Тествано. Два варианта, цена за 1 брой: 20 лв."
"Сателитна техника | https://www.alo.bg/obiavi/elektronika/satelitna-tehnika/","DISEqC ключове EDISION",https://www.alo.bg/5064382,12,"Двойни и четворни дисек ключове с предпазни капачки подходящи за външен монтаж. Предназначени са за свързване съответно на 2 или 4 антени (конвертори) към 1 сателитен приемник. DISEqC EDISION 2х1 .."
"Сателитна техника | https://www.alo.bg/obiavi/elektronika/satelitna-tehnika/","сателитна антена 60 см с конвектор",https://www.alo.bg/8947960,18,"сателитна антена 60 см с конвектор"
"Сателитна техника | https://www.alo.bg/obiavi/elektronika/satelitna-tehnika/","Сателитен HD приемник PACO STAR PSS6912 с Iptv",https://www.alo.bg/6429919,70,"Цифров сателитен HD приемник за свободни и кодирани програми, с мултистрим и iptv - PACO STAR PSS6912. LED дисплей Поддържа приемане на DVB-S2, DVB-S сигнали със стандартна и висока резолюция Ви.."
"Сателитна техника | https://www.alo.bg/obiavi/elektronika/satelitna-tehnika/","2бр. сателитни чинии с конвертори и крепежни елементи-по15лв.",https://www.alo.bg/9132337,15,"продавам 2бр. сателитни елипсовидни чинии с размери-65/60см. и 80/72см.. Има към тях закрепващи стойки и елементи и конвертор. Продават се и поотделно."
"Сателитна техника | https://www.alo.bg/obiavi/elektronika/satelitna-tehnika/","DISEqC ключ Megasat 8x1",https://www.alo.bg/6113327,28,"DiSEqC 2.0 ключ за 8 антени към 1 сателитен приемник. Минимално затихване на сигнала: 3dB. Съвместим с всички DiSEqC приемници. Поддръжка на DiSEqC 2.0/1.0/1.1 самостоятелно и в комбинация. Че.."
"Сателитна техника | https://www.alo.bg/obiavi/elektronika/satelitna-tehnika/","Сателитни приемници",https://www.alo.bg/5062812,30,"Предлагам различни модели нови и употребявани сателитни, кабелни и ефирни приемници за приемане на свободни и кодирани канали. Сателитни антени, монтажни стойки, конвертори, дисек ключове, кабели - вс.."
